,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
13549,Game Character Hub PE: DS Generator Parts,531601,Sebastien Bini,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
13550,Crypt Cards - Original Soundtrack,555250,Nicholas Fisher,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13551,Duo,568200,Bruno Freitas,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13552,EEP 13,541270,Trend Redaktions- und Verlagsgesellschaft mbH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13553,Christmas Eve: Midnight's Call Collector's Edition,565630,ERS G Studios,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13554,Juniper Theory,564140,Juniper Theory,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
13555,Toxic Terror Episode 2: The Lich's Lair,571820,Fascimania,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13556,Behind the Memory,568340,GuraShop,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13557,Age of Empires II HD: Rise of the Rajas,488060,"SkyBox Labs,Forgotten Empires",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13558,The Turkey of Christmas Past,565540,Dinan Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13559,Juno's Darkest Hour,516120,Antoine Bilodeau,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13560,Juno's Darkest Hour - Soundtrack,570450,Thomas Bernatchez,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13561,No Seat?,432270,khos85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2016
13562,Power Overwhelming,542700,Black Fox Pavilion,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13563,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,530620,"CAPCOM Co., Ltd.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13564,Atomic Reconstruction,568500,Teawork Dev,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13565,Random Journey,495740,Nova D,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
13566,Where are my Internets?,521580,Lokator Studio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13567,Christmas Stories: Nutcracker Collector's Edition,565600,Elephant Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13568,FISH LAKE,529610,7 Generation Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13569,Rumble Fighter: Unleashed,357500,NIMONIX,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
13570,Pixel Puzzles Ultimate - Puzzle Pack: Wolves,569400,DL Softworks,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
13571,Clicker Guild,557810,Fox Dawn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
13572,Masky,554800,Digital Melody,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13573,Lobotomy Corporation | Monster Management Simulation,568220,Project Moon,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13574,Alicia Griffith – Lakeside Murder,569380,Agrostemma,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13575,Volleyball Unbound - Pro Beach Volleyball,518040,Great Boolean,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016
13576,MAGICAL×SPIRAL,521510,Broken Desk,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13577,iFactor,553570,10101 Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13578,Xmas Shooting - Scramble!!,560050,Orange_Juice,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13579,Castle Battles,568370,Light Arc Studio Ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
13580,Access Denied,562570,Stately Snail,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13581,Satellite Command,514670,Stormtide,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13582,VERSUS: The Elite Trials,568610,Choice of Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
13583,8-Bit Invaders! - Soundtrack,550710,Petroglyph,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
13584,Alchemic Jousts,516890,Lunatic Pixels,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
13585,ASTRONEER,361420,System Era Softworks,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13586,peakvox Route Candle for Steam,552210,"peakvox,O-TWO inc.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13587,Snowball!,546550,Pixeljam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13588,J.A.C.K.,496450,Crystice Softworks,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
13589,Little Kingdom 2,554590,Andreil Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13590,Rule Your School,566550,WeersProductions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13591,American Truck Simulator - Christmas Paint Jobs Pack,566890,SCS Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13592,VERSUS: The Elite Trials - WorningBird Hints,568630,Choice of Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
13593,FSX Steam Edition: AH-64D Apache Longbow™ Add-On,500232,Virtavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13594,Super Blue Boy Planet,560260,Tuwi Michael Nannings,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
13595,Minimal,448550,Gammosaur,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13596,Legend of Merchant,543140,疯王子,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13597,Time Leap Paradise SUPER LIVE!,532770,Frontwing,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
13598,Time Leap Paradise SUPER LIVE! Encore Pack,551790,Frontwing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13599,Virtual Battlemap DLC - Deserts,563440,Dragom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
13600,CAFE 0 ~The Sleeping Beast~ - Original Soundtrack,562891,Seycara Music and Arts,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13601,Mobile Astro,565110,Raxasoft Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13602,Swingin Swiggins,552800,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13603,peakvox Mew Mew Chamber for Steam,552200,"peakvox,O-TWO inc.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13604,Zeus + Poseidon,566050,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13605,Pharaoh + Cleopatra,564530,Impressions Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1999
13606,Train Simulator: Peninsula Corridor: San Francisco – San Jose Route Add-On,448190,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13607,BOTOLO,546100,Ian Snyder,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
13608,Kennedy and Kitchens Spotter Audio,561812,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
13609,Challenge Pack 4,561810,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
13610,Paint Scheme Pack 9,561815,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
13611,Paint Scheme Pack 8,561814,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
13612,Toyota Paint Scheme Pack 4,561816,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
13613,Toyota Challenge Pack 4,561811,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
13614,Castle Torgeath: Descent into Darkness,431870,Dungeoneering Studios,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
13615,Riders of Icarus: Elite Ranger's Fury Package,565000,WeMade,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2016
13616,Riders of Icarus: Heroic Ranger's Fury Package,565001,WeMade,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2016
13617,Riders of Icarus: Legendary Ranger's Fury Package,565002,WeMade,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2016
13618,Ant-gravity: Tiny's Adventure,522890,SharkByte Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13619,Bamboo EP,561190,Sokpop Collective,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13620,FSX Steam Edition: B-47 Stratojet™ Add-On,491494,Virtavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13621,Pandarama: The Lost Toys,562660,goonswarm,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13622,Endless Fables: The Minotaur's Curse,504000,Sunward Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13623,Return to Krondor,564960,PyroTechnix,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
13624,Police Quest: SWAT,560350,Yosemite Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1995
13625,The Butterfly Sign,546700,"Quantum Phoenix Studio,Dennis Esie",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13626,NOBUNAGA'S AMBITION / 信長の野望,544990,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13627,Aoki Ookami to Shiroki Mejika / 蒼き狼と白き牝鹿,545000,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13628,Romance of the Three Kingdoms / 三國志,521670,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13629,Grave Danger,555720,JB Gaming Inc.,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13630,Nother: an indie souls-like,545720,Nick Everlith,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
13631,A-Train PC Classic / みんなのA列車で行こうPC,492090,ARTDINK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13632,Air Missions: HAVOC,549970,3Division,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13633,Steel Ocean - Christmas Day Package,557350,ICE Entertainment,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2016
13634,The Butterfly Sign - Original Soundtrack,552760,"Quantum Phoenix,Dennis Esie",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13635,"Happy Birthday, Bernard",552330,Olly Whillans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13636,Air Missions: HOKUM,562820,3Division,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13637,Steel Ocean - Mega Merit Package 1,557380,ICE Entertainment,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2016
13638,Talisman - Character Pack #14 - Martial Artist,267776,Nomad Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
13639,Talisman - Character Pack #15 - Saracen,267777,Nomad Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
13640,Defense Zone 3 Ultra HD,324520,Artem Kotov,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
13641,Air Missions: HIP,549971,3Division,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13642,GUILTY GEAR Xrd -REVELATOR-,520440,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13643,Additional Playable Character KUM HAEHYUN,550330,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13644,Super Dungeon Tactics,463160,Underbite Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
13645,InfinitasDM - Adventurer's Kit,570430,"Atom Switch, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
13646,Sally Face,541570,Steve Gabry,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13647,Sally Face EPISODE TWO + Season Pass,567990,Steve Gabry,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13648,DARIUSBURST Chronicle Saviours - Deathsmiles,496971,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13649,DARIUSBURST Chronicle Saviours - ketsui,496972,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13650,Car Mechanic Simulator 2015 - Bentley,434900,Red Dot Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016
13651,DARIUSBURST Chronicle Saviours - DoDonPachi Resurrection,496970,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13652,FSX Steam Edition: Farm Air Add-On,536545,TakeFlight Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13653,天使帝國四《Empire of Angels IV》,562470,SOFTSTAR ENTERTAINMENT INC.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13654,DeathCrank,391290,Arconyx,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
13655,Hoplite,568450,Brimo Studio,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13656,InfinitasDM - Teeth of The Bloodwolf,570010,"Atom Switch, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
13657,Aplowcalypse,465440,Biodrone Studios,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
13658,Additional Playable Character DIZZY,550331,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13659,Additional Playable Character RAVEN,550332,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13660,GGXrdR System Voice Pack,550333,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13661,Arrange Costume Set Elphelt,550335,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13662,GGXrdR Character Colors Pack,550334,Arc System Works,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13663,Crash Wheels,514920,Quiet River,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
13664,Stereo Aereo,535890,The Stonebot Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13665,Space Rift NON-VR - Episode 1,552550,Vibrant Core,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13666,Chimeras: Tune of Revenge Collector's Edition,565140,Elephant Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13667,Drift Into Eternity,431830,We Are Bots,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13668,The Little Acre,423590,Pewter Games Studios,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13669,The Little Acre - Digital Art Book,554340,Pewter Games Studios,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13670,Drive!Drive!Drive!,356460,different cloth,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
13671,Pixel Puzzles Ultimate - Puzzle Pack: Snow &amp; Ice,565321,DL Softworks,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
13672,Ball of Light,539350,Nikolay Novikov,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13673,Whispered Secrets: The Story of Tideville Collector's Edition,564450,Grandma Studios,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13674,Palinurus,458760,Watercress Studios,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
13675,Tyrfing Cycle,563570,Demon Sword Games,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
13676,Disney Infinity 1.0: Gold Edition,541640,"Avalanche Software,Heavy Iron Studios",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13677,Disney Infinity 3.0: Gold Edition,541670,"Avalanche Software,Heavy Iron Studios",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13678,Jade's Journey,552580,Warfare Studios,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
13679,Disney Infinity 2.0: Gold Edition,541660,"Avalanche Software,Heavy Iron Studios",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13680,Himawari - The Sunflower -,554290,blank-note &amp; Frontwing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13681,Massive: Original Soundtrack,568590,Rootify,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13682,Gun Brothers: Original Soundtrack,568700,Rootify,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13683,World Boxing Manager,563750,Aggroblakh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2016
13684,Stratego - Single Player,491670,OrangeGames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13685,Delicious - Emily's Message in a Bottle,540780,GameHouse,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13686,Ghostlight Manor,559250,Digital Future Lab,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
13687,Subliminal Realms: The Masterpiece Collector's Edition,565100,Boolat Entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13688,Congo Merc,510550,Dreamwalker Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13689,Epic Manager - Create Your Own Adventuring Agency!,391280,ManaVoid Entertainment Inc.,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
13690,Quantum Chess,453870,"Quantum Realm Games,Broken Circle Studios",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
13691,Far East War,547180,"Far East War Development Team,Relic",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013
13692,Natural - Beyond Nature -,545400,Zeiva Inc,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13693,TY the Tasmanian Tiger,411960,Krome Studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13694,Brain In My Head,566220,Tatyana Murzina,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13695,Prominence Poker,384180,Pipeworks Studio,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2016
13696,INTRUDER - WAR AREAS,556680,Play One Game Studio,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2018
13697,Zone of Lacryma,496540,oophok,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13698,Red Spider-OST,566710,studio wasp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13699,Kokurase Episode 3,558641,galanti,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
13700,Force of Nature,568570,A.Y.std,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
13701,Filthy Lucre,533010,Fabrik Games Ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13702,ROBUST ROAD ROLLER,558030,"G-STYLE Co,. Ltd.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13703,Technoball,568150,Dean Ashford,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
13704,Gods and Idols,423890,Viking Tao,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2016
13705,LogicBots,290020,Incandescent Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
13706,Expect The Unexpected,529130,GoldenGod Games,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
13707,ConflictCraft,495570,Badim,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
13708,OneShot,420530,Little Cat Feet,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13709,Dexodonex,552780,Seragam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13710,Super LOH,533150,CharlieH,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13711,Train Simulator: DB BR 10 Steam Loco Add-On,376976,Romantic Railroads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13712,Triennale Game Collection,538880,"Mario von Rickenbach,Etter Studio,Tale of Tales,Cardboard Computer,Pol Clarissou,Katie Rose Pipkin,Santa Ragione",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13713,Darkness and Flame: Born of Fire,528120,FIVE-BN GAMES,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13714,Pixel Gladiator OST,566760,"Xitilon,Esdeer",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13715,Campfire: One of Us Is the Killer,533180,Abstractive Works,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13716,Best Buds vs Bad Guys,486130,Super Icon Ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13717,Tank Battle: Blitzkrieg,540150,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
13718,cloudphobia,329340,Marsbound,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13719,Whiplash - Crash Valley,552130,Diagrammet AB,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
13720,cloudphobia - OST,566340,Marsbound,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
13721,Fierce Tales: The Dog's Heart Collector's Edition,564090,Blam! Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13722,Slayaway Camp - Santa's Slay Expansion,559670,Blue Wizard Digital,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
13723,Yu-Gi-Oh! Legacy of the Duelist,480650,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13724,Yu-Gi-Oh! Duelist Kingdom,523500,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13725,Yu-Gi-Oh! GX Lost Duels,523501,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13726,Yu-Gi-Oh! ZEXAL Dark Mist Saga,523503,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13727,Yu-Gi-Oh! 5D’s For the Future,523502,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13728,Yu-Gi-Oh! ARC-V Yuto v. Sylvio,523504,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
13729,HEX: Entrath Awaits Bundle,564840,Hex Entertainment,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2016
13730,Total War: WARHAMMER - Grey Wizard,551821,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
